Indicator Category,Indicator Name,School / District,School / District Level,School / District Type,Region,Entity ID,Entity Name,Category,2024,2023,2022
Educator,Classes by Experienced Educators (%),District,District,District,North Country,113,Conway,Educator,69.54%,78.69%,72.54%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,159,Eaton,Educator,,,NA
Educator,Classes by Experienced Educators (%),District,District,District,North Country,171,Errol,Educator,92.00%,90.00%,40.00%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,203,Gorham Randolph Shelburne Cooperative,Educator,81.23%,87.07%,83.06%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,222,Hale's Location (Carroll County),Educator,NA,NA,
Educator,Classes by Experienced Educators (%),District,District,District,North Country,238,Haverhill Cooperative,Educator,74.89%,77.75%,78.57%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,271,Jackson,Educator,89.86%,100.00%,84.13%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,288,Lafayette Regional,Educator,87.50%,88.68%,90.91%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,291,Landaff,Educator,87.18%,86.49%,88.57%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,305,Lincoln-Woodstock Cooperative,Educator,89.33%,89.68%,95.76%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,306,Lisbon Regional,Educator,71.10%,77.84%,84.85%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,317,Littleton,Educator,89.32%,92.22%,86.51%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,355,Milan,Educator,72.38%,93.02%,65.57%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,365,Monroe,Educator,61.97%,55.56%,72.22%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,407,Northumberland,Educator,71.71%,74.10%,67.75%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,435,Piermont,Educator,58.33%,63.16%,91.67%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,437,Pittsburg,Educator,0.00%,75.56%,87.39%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,450,Profile,Educator,92.63%,97.31%,96.52%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,499,Stark,Educator,71.05%,66.67%,69.23%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,501,Stewartstown,Educator,74.36%,88.35%,81.29%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,509,Stratford,Educator,44.71%,48.24%,32.43%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,549,Warren,Educator,70.97%,63.89%,77.78%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,568,White Mountains Regional,Educator,60.83%,66.06%,71.66%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,703,North Country Charter Academy,Educator,NA,NA,NA
Educator,Classes by Experienced Educators (%),District,District,District,North Country,716,Northeast Woodland Chartered Public School,Educator,NA,50.00%,0.00%
Educator,Classes by Experienced Educators (%),District,District,District,North Country,718,Heartwood Public Charter School,Educator,NA,NA,
Educator,Classes by Experienced Educators (%),District,District,District,North Country,737,Robert Frost Charter School,Educator,NA,NA,NA
Educator,Classes by Experienced Educators (%),District,District,District,South Central,9,Allenstown,Educator,61.08%,84.79%,71.60%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,17,Amherst,Educator,87.40%,93.90%,92.23%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,29,Auburn,Educator,55.38%,50.33%,58.22%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,41,Bedford,Educator,88.40%,87.84%,90.00%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,79,Candia,Educator,70.59%,94.90%,94.79%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,99,Chichester,Educator,58.33%,78.38%,81.65%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,127,Deerfield,Educator,87.33%,80.89%,93.45%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,131,Derry Cooperative,Educator,86.60%,88.82%,86.68%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,167,Epsom,Educator,57.41%,70.13%,58.25%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,199,Goffstown,Educator,83.61%,82.47%,83.86%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,223,Hampstead,Educator,93.29%,96.42%,89.24%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,261,Hooksett,Educator,84.65%,84.20%,84.45%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,267,Hudson,Educator,60.31%,64.59%,66.63%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,315,Litchfield,Educator,85.86%,88.25%,86.48%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,319,Londonderry,Educator,82.70%,84.94%,86.65%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,335,Manchester,Educator,83.50%,84.96%,86.91%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,351,Merrimack,Educator,81.18%,83.82%,86.39%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,367,Mont Vernon,Educator,50.57%,50.57%,40.83%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,371,Nashua,Educator,76.89%,78.70%,82.58%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,377,New Boston,Educator,80.25%,70.18%,93.97%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,425,Pelham,Educator,67.54%,73.43%,71.67%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,427,Pembroke,Educator,88.70%,89.00%,82.59%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,453,Raymond,Educator,83.56%,78.29%,85.80%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,473,Salem,Educator,84.35%,86.83%,89.05%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,493,Souhegan Cooperative,Educator,86.89%,90.16%,97.29%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,534,Timberlane Regional,Educator,78.70%,84.90%,84.42%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,575,Windham,Educator,82.18%,85.30%,91.88%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,702,Arts Academy of New Hampshire Chartered Public High School,Educator,66.67%,74.47%,53.19%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,708,Kreiva Academy Public Charter School,Educator,NA,NA,12.50%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,712,Windham Academy Public Charter School,Educator,14.29%,33.33%,0.00%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,714,Spark Academy of Advanced Technologies,Educator,NA,0.00%,NA
Educator,Classes by Experienced Educators (%),District,District,District,South Central,721,Strong Foundations Charter School,Educator,77.78%,100.00%,60.00%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,729,Mill Falls Charter School,Educator,NA,NA,NA
Educator,Classes by Experienced Educators (%),District,District,District,South Central,731,The Birches Academy of Academics & Art A Public Charter Sch,Educator,85.71%,NA,100.00%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,733,Making Community Connections Charter School,Educator,0.00%,0.00%,NA
Educator,Classes by Experienced Educators (%),District,District,District,South Central,735,Polaris Charter School,Educator,60.00%,25.00%,57.14%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,740,Next Charter School,Educator,NA,0.00%,0.00%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,741,The Founders Academy Charter School,Educator,NA,100.00%,0.00%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,742,Gate City Charter School For the Arts,Educator,NA,NA,50.00%
Educator,Classes by Experienced Educators (%),District,District,District,South Central,999,Pinkerton Academy,Educator,74.49%,82.98%,81.87%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,33,Barrington,Educator,78.64%,83.82%,79.50%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,63,Brentwood,Educator,96.04%,97.41%,96.84%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,93,Chester,Educator,89.24%,94.54%,85.45%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,141,Dover,Educator,85.34%,92.73%,90.72%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,153,East Kingston,Educator,71.43%,90.00%,76.92%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,165,Epping,Educator,66.24%,69.28%,82.10%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,172,Exeter Region Cooperative,Educator,93.75%,94.85%,97.16%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,173,Exeter,Educator,96.15%,96.11%,78.05%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,175,Farmington,Educator,66.58%,69.81%,80.82%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,189,Fremont,Educator,91.46%,90.85%,82.39%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,215,Greenland,Educator,84.31%,86.58%,89.49%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,225,Hampton,Educator,94.05%,94.86%,93.25%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,227,Hampton Falls,Educator,100.00%,99.34%,95.71%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,281,Kensington,Educator,54.55%,75.44%,81.82%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,353,Middleton,Educator,47.62%,46.15%,55.17%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,359,Milton,Educator,63.64%,80.38%,64.38%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,381,New Castle,Educator,100.00%,84.62%,84.38%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,387,Newfields,Educator,97.22%,100.00%,75.00%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,391,Newington,Educator,87.50%,78.38%,72.09%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,399,Newmarket,Educator,83.66%,79.05%,72.82%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,405,North Hampton,Educator,83.18%,80.95%,86.13%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,411,Northwood,Educator,53.85%,49.03%,44.66%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,413,Nottingham,Educator,87.66%,88.37%,87.75%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,423,Oyster River Coop,Educator,86.46%,91.44%,88.81%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,449,Portsmouth,Educator,93.27%,94.66%,96.99%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,461,Rochester,Educator,85.08%,84.49%,79.72%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,463,Rollinsford,Educator,72.97%,72.97%,63.33%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,471,Rye,Educator,88.15%,89.80%,95.90%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,476,Sanborn Regional,Educator,80.87%,80.58%,80.82%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,485,Seabrook,Educator,89.97%,90.50%,88.22%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,491,Somersworth,Educator,56.04%,72.61%,76.10%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,495,South Hampton,Educator,90.43%,88.46%,95.89%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,507,Strafford,Educator,45.63%,54.05%,66.67%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,511,Stratham,Educator,99.41%,99.42%,80.95%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,543,Wakefield,Educator,69.94%,65.70%,72.99%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,581,Winnacunnet Cooperative,Educator,92.67%,93.31%,100.00%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,705,Seacoast Charter School,Educator,NA,0.00%,80.95%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,709,Great Bay Charter School,Educator,68.75%,63.33%,60.42%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,727,Virtual Learning Academy Charter School,Educator,90.99%,90.97%,89.36%
Educator,Classes by Experienced Educators (%),District,District,District,Southeast,998,Coe-Brown Northwood Academy,Educator,90.93%,92.62%,88.30%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,71,Brookline,Educator,49.33%,71.05%,85.14%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,95,Chesterfield,Educator,94.44%,92.31%,100.00%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,101,Claremont,Educator,63.26%,65.08%,68.51%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,112,Contoocook Valley,Educator,73.74%,81.36%,86.75%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,115,Cornish,Educator,66.67%,87.50%,66.67%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,117,Croydon,Educator,100.00%,100.00%,100.00%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,142,Dresden,Educator,81.38%,78.86%,84.65%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,174,Fall Mountain Regional,Educator,75.51%,72.02%,71.95%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,211,Grantham,Educator,75.51%,68.38%,61.22%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,233,Hanover,Educator,79.43%,94.25%,93.63%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,235,Harrisville,Educator,87.72%,61.11%,62.16%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,245,Henniker,Educator,77.71%,76.24%,82.41%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,251,Hillsboro-Deering Cooperative,Educator,91.98%,93.37%,89.78%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,255,Hinsdale,Educator,84.35%,90.13%,94.16%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,259,Hollis,Educator,82.66%,89.47%,95.18%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,260,Hollis-Brookline Cooperative,Educator,79.57%,84.80%,90.07%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,263,Hopkinton,Educator,86.67%,88.15%,86.38%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,274,Jaffrey-Rindge Cooperative,Educator,78.25%,72.94%,74.79%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,275,John Stark Regional,Educator,71.97%,77.09%,75.21%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,276,Kearsarge Regional,Educator,83.95%,87.84%,89.29%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,279,Keene,Educator,76.14%,80.12%,82.75%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,295,Lebanon,Educator,88.10%,86.42%,79.72%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,299,Lempster,Educator,88.71%,95.65%,64.71%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,327,Lyme,Educator,NA,95.59%,85.51%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,339,Marlborough,Educator,88.35%,86.96%,82.35%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,341,Marlow,Educator,51.06%,66.67%,68.42%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,342,Mascenic Regional,Educator,74.78%,87.32%,95.68%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,345,Mason,Educator,50.00%,71.43%,81.25%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,357,Milford,Educator,82.61%,86.88%,86.56%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,363,Monadnock Regional,Educator,77.60%,83.05%,82.94%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,375,Nelson,Educator,89.29%,80.65%,78.79%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,401,Newport,Educator,56.53%,65.84%,64.51%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,441,Plainfield,Educator,72.95%,88.60%,82.65%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,457,Rivendell,Educator,69.08%,70.43%,25.00%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,503,Stoddard,Educator,60.00%,87.88%,88.37%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,513,Sullivan,Educator,NA,NA,NA
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,515,Sunapee,Educator,97.63%,97.32%,94.04%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,519,Surry,Educator,,,NA
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,539,Unity,Educator,79.69%,79.31%,79.31%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,551,Washington,Educator,80.00%,85.71%,88.89%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,555,Weare,Educator,81.83%,89.45%,75.96%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,563,Westmoreland,Educator,69.79%,63.79%,64.41%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,572,Wilton-Lyndeborough Cooperative,Educator,63.31%,65.94%,52.41%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,573,Winchester,Educator,91.67%,84.31%,80.00%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,717,Surry Village Charter School,Educator,NA,NA,NA
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,719,Ledyard Charter School,Educator,NA,NA,70.73%
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,722,Lionheart Classical Academy Chartered Public School,Educator,NA,NA,
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,724,River View Chartered Public School,Educator,NA,,
Educator,Classes by Experienced Educators (%),District,District,District,Southwest,750,Gathering Waters Charter School,Educator,NA,NA,NA
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,15,Alton,Finance,"$25,233 ","$24,795 ","$24,097 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,19,Andover,Finance,"$21,185 ","$18,872 ","$17,956 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,23,Ashland,Finance,"$28,142 ","$24,050 ","$21,878 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,31,Barnstead,Finance,"$18,272 ","$17,265 ","$17,810 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,57,Bow,Finance,"$18,395 ","$17,464 ","$17,027 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,75,Campton,Finance,"$25,482 ","$24,769 ","$21,889 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,111,Concord,Finance,"$23,159 ","$22,190 ","$19,774 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,149,Dunbarton,Finance,"$18,143 ","$16,209 ","$17,428 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,185,Franklin,Finance,"$21,464 ","$19,683 ","$18,258 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,187,Freedom,Finance,"$35,275 ","$36,461 ","$43,779 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,191,Gilford,Finance,"$23,377 ","$21,147 ","$20,598 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,195,Gilmanton,Finance,"$20,745 ","$20,119 ","$19,274 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,208,Governor Wentworth Regional,Finance,"$24,370 ","$22,947 ","$22,899 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,247,Hill,Finance,"$20,430 ","$19,170 ","$23,442 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,257,Holderness,Finance,"$28,890 ","$29,383 ","$29,946 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,269,Inter-Lakes Cooperative,Finance,"$31,987 ","$29,876 ","$28,371 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,285,Laconia,Finance,"$22,815 ","$20,969 ","$20,161 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,333,Madison,Finance,"$33,750 ","$31,696 ","$28,091 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,343,Mascoma Valley Regional,Finance,"$24,646 ","$24,026 ","$23,472 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,352,Merrimack Valley,Finance,"$19,840 ","$18,178 ","$18,169 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,369,Moultonborough,Finance,"$35,664 ","$32,880 ","$29,469 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,388,Newfound Area,Finance,$0 ,"$19,773 ","$20,444 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,428,Pemi-Baker Regional,Finance,"$21,997 ","$21,678 ","$21,960 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,439,Pittsfield,Finance,"$21,649 ","$20,635 ","$19,099 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,447,Plymouth,Finance,"$24,275 ","$24,101 ","$22,271 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,467,Rumney,Finance,"$34,857 ","$35,424 ","$36,671 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,486,Shaker Regional,Finance,"$22,025 ","$20,561 ","$19,411 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,525,Tamworth,Finance,"$34,172 ","$30,212 ","$26,539 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,531,Thornton,Finance,"$31,349 ","$27,121 ","$25,581 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,553,Waterville Valley,Finance,"$36,616 ","$30,283 ","$25,480 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,559,Wentworth,Finance,"$22,269 ","$24,485 ","$23,210 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,582,Winnisquam Regional,Finance,"$20,975 ","$19,618 ","$19,135 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,704,Mountain Village Charter School,Finance,"$10,219 ","$9,166 ","$8,731 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,723,CSI Charter School,Finance,"$7,647 ","$8,176 ","$10,275 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,725,Academy for Science and Design Charter School,Finance,"$9,017 ","$8,418 ","$7,547 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,726,Benjamin Franklin Academy Chartered Public School,Finance,"$16,790 ",,
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,743,Compass Classical Academy Charter School,Finance,"$10,870 ","$11,109 ","$11,787 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,744,MicroSociety Academy Charter School Foundation,Finance,"$8,975 ","$7,692 ","$7,047 "
Finance,Average Cost Per Pupil ($),District,District,District,Lakes Region,970,Prospect Mountain JMA,Finance,NA,NA,NA
Finance,Average Cost Per Pupil ($),District,District,District,North Country,35,Bartlett,Finance,"$32,484 ","$27,602 ","$30,136 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,39,Bath,Finance,"$34,555 ","$25,296 ","$23,899 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,47,Benton,Finance,,,$0 
Finance,Average Cost Per Pupil ($),District,District,District,North Country,51,Berlin,Finance,"$24,138 ","$21,635 ","$20,083 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,53,Bethlehem,Finance,"$25,353 ","$24,317 ","$25,900 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,91,Chatham,Finance,$0 ,$0 ,$0 
Finance,Average Cost Per Pupil ($),District,District,District,North Country,103,Clarksville,Finance,$0 ,$0 ,
Finance,Average Cost Per Pupil ($),District,District,District,North Country,105,Colebrook,Finance,"$23,007 ","$22,104 ","$21,119 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,113,Conway,Finance,"$23,169 ","$22,086 ","$21,203 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,159,Eaton,Finance,,,$0 
Finance,Average Cost Per Pupil ($),District,District,District,North Country,171,Errol,Finance,"$30,355 ","$27,229 ","$34,387 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,203,Gorham Randolph Shelburne Cooperative,Finance,"$22,360 ","$20,441 ","$19,306 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,222,Hale's Location (Carroll County),Finance,$0 ,$0 ,
Finance,Average Cost Per Pupil ($),District,District,District,North Country,238,Haverhill Cooperative,Finance,"$22,463 ","$22,450 ","$21,028 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,271,Jackson,Finance,"$42,514 ","$35,688 ","$31,929 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,288,Lafayette Regional,Finance,"$31,757 ","$33,750 ","$30,431 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,291,Landaff,Finance,"$22,556 ","$18,504 ","$24,102 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,305,Lincoln-Woodstock Cooperative,Finance,"$31,584 ","$28,137 ","$28,253 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,306,Lisbon Regional,Finance,"$26,553 ","$23,560 ","$22,199 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,317,Littleton,Finance,"$27,866 ","$26,009 ","$22,910 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,355,Milan,Finance,"$19,366 ","$18,879 ","$17,875 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,365,Monroe,Finance,"$34,131 ","$31,669 ","$29,096 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,407,Northumberland,Finance,"$22,601 ","$20,444 ","$19,593 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,435,Piermont,Finance,"$27,296 ","$26,867 ","$26,386 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,437,Pittsburg,Finance,"$44,484 ","$39,033 ","$38,525 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,450,Profile,Finance,"$28,382 ","$27,359 ","$24,093 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,499,Stark,Finance,"$21,342 ","$23,340 ","$22,242 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,501,Stewartstown,Finance,"$35,195 ","$38,295 ","$30,143 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,509,Stratford,Finance,"$35,397 ","$26,660 ","$28,501 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,549,Warren,Finance,"$29,709 ","$26,370 ","$26,962 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,568,White Mountains Regional,Finance,"$23,385 ","$24,799 ","$21,517 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,703,North Country Charter Academy,Finance,"$32,602 ","$20,524 ","$16,187 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,716,Northeast Woodland Chartered Public School,Finance,"$13,471 ","$13,582 ","$11,828 "
Finance,Average Cost Per Pupil ($),District,District,District,North Country,718,Heartwood Public Charter School,Finance,"$12,095 ","$18,821 ",
Finance,Average Cost Per Pupil ($),District,District,District,North Country,737,Robert Frost Charter School,Finance,"$17,121 ","$16,777 ","$11,576 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,9,Allenstown,Finance,"$26,020 ","$23,306 ","$20,289 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,17,Amherst,Finance,"$22,258 ","$21,338 ","$22,293 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,29,Auburn,Finance,"$15,135 ","$14,191 ","$14,234 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,41,Bedford,Finance,"$18,498 ","$17,418 ","$16,569 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,79,Candia,Finance,"$22,480 ","$19,982 ","$20,464 "
Finance,Average Cost Per Pupil ($),District,District,District,South Central,99,Chichester,Finance,"$23,665 ","$22,540 ","$21,885 "
